website,page_load_time,status
https://fonts.googleapis.com,0.6578958034515381,SUCCESS
https://facebook.com,1.72648286819458,SUCCESS
https://twitter.com,3.1299891471862793,SUCCESS
https://google.com,1.816823959350586,SUCCESS
https://youtube.com,2.4093177318573,SUCCESS
https://s.w.org,1.7017979621887207,SUCCESS
https://instagram.com,7.5241899490356445,SUCCESS
https://googletagmanager.com,0.573915958404541,SUCCESS
https://linkedin.com,1.7427480220794678,SUCCESS
https://ajax.googleapis.com,3.2434630393981934,SUCCESS
